0.000967085, 0.0439687, 1.52681, -0.168804, 0.0564001, 1.70803, 0, 0.001
0.000967085, 0.0439687, 1.52681, -0.168844, 0.0566924, 1.70935, 0.007696, 0.0489174
0.000967085, 0.0439687, 1.52681, -0.168865, 0.0568361, 1.71031, 0.00302, -0.00871985
0.000967085, 0.0439687, 1.52681, -0.168937, 0.0573559, 1.70896, 0.0139987, -0.0567369
0.000967085, 0.0439687, 1.52681, -0.169009, 0.0578784, 1.70321, 0.00682147, -0.114418
0.000967085, 0.0439687, 1.52681, -0.169113, 0.0586828, 1.69634, 0.0170343, -0.162383
0.00126308, 0.050245, 1.52053, -0.169226, 0.0596064, 1.68717, 0.0193999, -0.219938
0.00126308, 0.050245, 1.52053, -0.169301, 0.0602939, 1.67043, 0.00855115, -0.277643
0.00126308, 0.050245, 1.52053, -0.169312, 0.0604253, 1.6484, 0.00278638, -0.354619
0.00126308, 0.050245, 1.52053, -0.169399, 0.0617258, 1.62994, 0.0346195, -0.412359
0.00126308, 0.050245, 1.52053, -0.16953, 0.0645655, 1.60477, 0.0543062, -0.46044
0.00159848, 0.0565193, 1.51425, -0.169624, 0.0696323, 1.57629, 0.111943, -0.518077
0.00197333, 0.0627914, 1.50796, -0.169569, 0.0763824, 1.55006, 0.159913, -0.566046
0.00238758, 0.069061, 1.50168, -0.169248, 0.0854261, 1.52153, 0.207874, -0.614007
0.00333416, 0.0815918, 1.48911, -0.168298, 0.0993014, 1.48423, 0.265472, -0.671606
0.00443816, 0.0941097, 1.47655, -0.16719, 0.110344, 1.45756, 0.313394, -0.719528
0.0056994, 0.106613, 1.46398, -0.164578, 0.129578, 1.41478, 0.361356, -0.76749
0.00788552, 0.125335, 1.44513, -0.161318, 0.147987, 1.37662, 0.418878, -0.825012
0.0104242, 0.144013, 1.42628, -0.155752, 0.173019, 1.32834, 0.467167, -0.83621
0.0133144, 0.16264, 1.40743, -0.149556, 0.196, 1.28682, 0.51516, -0.884203
0.0189101, 0.193552, 1.37601, -0.139912, 0.22605, 1.23403, 0.572682, -0.941725
0.0227326, 0.21201, 1.35716, -0.131941, 0.247541, 1.1976, 0.620677, -0.948363
0.0314178, 0.248694, 1.31947, -0.114766, 0.287606, 1.13562, 0.678229, -0.908525
0.0379735, 0.272956, 1.29433, -0.0997758, 0.318036, 1.09064, 0.726211, -0.956508
0.0451368, 0.297046, 1.2692, -0.0858924, 0.343556, 1.05515, 0.774166, -0.908553
0.0570112, 0.332824, 1.2315, -0.0660985, 0.376792, 1.01314, 0.831711, -0.851008
0.0679309, 0.362281, 1.20008, -0.0435136, 0.411432, 0.973632, 0.879768, -0.802951
0.087311, 0.408655, 1.14982, -0.0129022, 0.454324, 0.929228, 0.937463, -0.747324
0.097869, 0.431462, 1.12468, 0.00403546, 0.476496, 0.907852, 0.985424, -0.742691
0.120687, 0.476245, 1.07442, 0.0412769, 0.522157, 0.866245, 1.04324, -0.700692
0.142478, 0.514447, 1.03043, 0.0752568, 0.560745, 0.831273, 1.09121, -0.746899
0.176473, 0.567277, 0.967601, 0.119922, 0.60768, 0.78965, 1.14881, -0.717384
0.206016, 0.607938, 0.917335, 0.16042, 0.647094, 0.75384, 1.1968, -0.765375
0.237565, 0.647064, 0.867069, 0.201911, 0.684684, 0.718531, 1.14887, -0.71744
0.266753, 0.679962, 0.823086, 0.236251, 0.713863, 0.690043, 1.19688, -0.765455
0.315462, 0.728977, 0.75397, 0.290653, 0.756786, 0.645982, 1.20598, -0.765848
0.362586, 0.770522, 0.691137, 0.346022, 0.796646, 0.601836, 1.18072, -0.766295
0.397082, 0.797803, 0.647154, 0.383224, 0.821381, 0.571305, 1.15382, -0.814409
0.437929, 0.827089, 0.596888, 0.429195, 0.8497, 0.532648, 1.10582, -0.805407
0.485574, 0.857535, 0.540338, 0.475454, 0.875748, 0.492653, 1.10732, -0.853352
0.529311, 0.882299, 0.490072, 0.523805, 0.900403, 0.450128, 1.13753, -0.910985
0.557257, 0.896649, 0.458655, 0.553, 0.914034, 0.423222, 1.10705, -0.959
0.602868, 0.917762, 0.40839, 0.600762, 0.934268, 0.378378, 1.05889, -0.910837
0.649482, 0.936556, 0.358124, 0.64731, 0.951623, 0.335074, 1.00103, -0.896896
0.68503, 0.949102, 0.320425, 0.684495, 0.963843, 0.299942, 1.04928, -0.945148
0.721025, 0.960298, 0.282726, 0.722505, 0.974862, 0.264375, 1.00133, -0.897201
0.757417, 0.970131, 0.245027, 0.758639, 0.983983, 0.22994, 0.953221, -0.894084
0.806467, 0.981094, 0.194762, 0.805274, 0.993804, 0.185147, 1.00174, -0.942603
0.862226, 0.990464, 0.138213, 0.861422, 1.00277, 0.131686, 0.963338, -0.904201
0.905908, 0.995564, 0.0942313, 0.908727, 1.00796, 0.0869318, 1.01131, -0.952172
0.956048, 0.999034, 0.043966, 0.957313, 1.01106, 0.0398477, 1.01447, -1.00017
1.01258, 0.999921, -0.0125825, 1.01766, 1.01167, -0.0195193, 1.07206, -1.05776
1.06281, 0.998026, -0.0628478, 1.06791, 1.00942, -0.0702489, 1.02384, -1.05198
1.10038, 0.994949, -0.100547, 1.10629, 1.00596, -0.109874, 0.975581, -1.00372
1.15024, 0.988649, -0.150812, 1.15484, 0.99936, -0.160187, 1.04279, -1.06707
1.19973, 0.979852, -0.201077, 1.20287, 0.99036, -0.210234, 0.994577, -1.01887
1.24261, 0.970123, -0.24506, 1.25024, 0.979025, -0.259583, 1.0134, -1.02682
1.29105, 0.956708, -0.295325, 1.29566, 0.965788, -0.307546, 0.965337, -0.978758
1.34466, 0.938729, -0.351873, 1.34999, 0.946768, -0.365894, 1.02297, -1.03639
1.3856, 0.922667, -0.395855, 1.39418, 0.928601, -0.414317, 0.974911, -0.988333
1.43147, 0.902128, -0.446121, 1.43529, 0.909381, -0.460346, 0.926942, -0.940363
1.47625, 0.879309, -0.496386, 1.48408, 0.883458, -0.516292, 0.984474, -0.988881
1.50905, 0.860735, -0.534085, 1.51654, 0.864221, -0.553443, 0.982638, -0.960371
1.55689, 0.830588, -0.590634, 1.56518, 0.832224, -0.610379, 1.03089, -1.00862
1.60794, 0.793982, -0.653465, 1.61137, 0.797942, -0.666624, 0.973201, -0.950934
1.64226, 0.766484, -0.697447, 1.64636, 0.769135, -0.710883, 0.925204, -0.902937
1.6707, 0.741733, -0.735146, 1.67389, 0.744554, -0.746936, 0.973195, -0.950928
1.70266, 0.711526, -0.779128, 1.70661, 0.712874, -0.791411, 0.915377, -0.893111
1.73326, 0.679944, -0.823111, 1.73742, 0.680294, -0.835188, 0.963415, -0.941148
