7.89762e-05, 0.0125661, 1.55823, -0.196474, 0.0196196, 0.947126, 0.00301971, 0.0502176
7.89762e-05, 0.0125661, 1.55823, -0.196415, 0.0197017, 0.948636, 0.00150234, 0.00225638
7.89762e-05, 0.0125661, 1.55823, -0.195569, 0.0208838, 0.950126, 0.0494917, 0.0502457
0.000177622, 0.0188486, 1.55195, -0.193774, 0.023403, 0.953248, 0.0974236, 0.0981777
0.000177622, 0.0188486, 1.55195, -0.191087, 0.0272051, 0.957932, 0.14538, 0.146134
0.000315845, 0.0251304, 1.54566, -0.185501, 0.0352329, 0.967757, 0.193495, 0.194249
0.000493467, 0.0314112, 1.53938, -0.179479, 0.0440795, 0.978495, 0.241621, 0.242375
0.000967085, 0.0439687, 1.52681, -0.172298, 0.0548773, 0.988739, 0.289578, 0.194417
0.00159848, 0.0565193, 1.51425, -0.163933, 0.0677367, 0.999496, 0.337747, 0.242587
0.00238758, 0.069061, 1.50168, -0.15243, 0.0858888, 1.01158, 0.395595, 0.184739
0.00386649, 0.0878525, 1.48283, -0.141717, 0.103198, 1.02182, 0.443562, 0.232705
0.00504911, 0.100363, 1.47026, -0.132302, 0.118735, 1.02966, 0.491704, 0.184563
0.00711763, 0.119099, 1.45141, -0.119518, 0.1402, 1.03714, 0.539703, 0.136564
0.0104242, 0.144013, 1.42628, -0.105721, 0.163702, 1.0423, 0.587642, 0.0886247
0.0133144, 0.16264, 1.40743, -0.0938714, 0.184059, 1.04469, 0.635605, 0.0406618
0.0177133, 0.187384, 1.3823, -0.0778801, 0.211627, 1.04531, 0.683575, -0.0024953
0.0254739, 0.224274, 1.3446, -0.0571157, 0.247394, 1.04378, 0.741239, -0.0505653
0.0329995, 0.254775, 1.31318, -0.038446, 0.279349, 1.03996, 0.789298, -0.0986242
0.0414795, 0.285024, 1.28177, -0.0226847, 0.306059, 1.03517, 0.813119, -0.146587
0.048945, 0.309022, 1.25663, -0.00611811, 0.33377, 1.02858, 0.864698, -0.204479
